ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,comments
1111 N HUMBOLDT,CHI010,44718,145,
1111 N HUMBOLDT,CHI010,44719,139,
1111 N HUMBOLDT,CHI010,44720,139,
1111 N HUMBOLDT,CHI010,44721,177,
1111 N HUMBOLDT,CHI010,44722,188,
1111 N HUMBOLDT,CHI010,44723,53,
1111 N HUMBOLDT,CHI010,44724,130,
1111 N HUMBOLDT,CHI010,44725,153,
1111 N HUMBOLDT,CHI010,44726,195,
1111 N HUMBOLDT,CHI010,44727,189,
1111 N HUMBOLDT,CHI010,44728,203,
1111 N HUMBOLDT,CHI010,44729,238,
1111 N HUMBOLDT,CHI010,44730,278,
1111 N HUMBOLDT,CHI010,44731,270,
1111 N HUMBOLDT,CHI010,44732,202,
1111 N HUMBOLDT,CHI010,44733,168,
1111 N HUMBOLDT,CHI010,44734,185,
1111 N HUMBOLDT,CHI010,44735,205,
1111 N HUMBOLDT,CHI010,44736,230,
1111 N HUMBOLDT,CHI010,44737,206,
1111 N HUMBOLDT,CHI010,44738,228,
1111 N HUMBOLDT,CHI010,44739,146,
1111 N HUMBOLDT,CHI010,44740,157,
1111 N HUMBOLDT,CHI010,44741,191,
1111 N HUMBOLDT,CHI010,44742,195,
1111 N HUMBOLDT,CHI010,44743,182,
1111 N HUMBOLDT,CHI010,44744,254,
1111 N HUMBOLDT,CHI010,44745,199,
1111 N HUMBOLDT,CHI010,44746,158,
1111 N HUMBOLDT,CHI010,44747,177,
1111 N HUMBOLDT,CHI010,44748,176,
1111 N HUMBOLDT,CHI010,44749,210,
1111 N HUMBOLDT,CHI010,44750,205,
1111 N HUMBOLDT,CHI010,44751,219,
1111 N HUMBOLDT,CHI010,44752,185,
1111 N HUMBOLDT,CHI010,44753,153,
1111 N HUMBOLDT,CHI010,44754,170,
1111 N HUMBOLDT,CHI010,44755,173,
1111 N HUMBOLDT,CHI010,44756,193,
1111 N HUMBOLDT,CHI010,44757,134,
1111 N HUMBOLDT,CHI010,44758,254,
1111 N HUMBOLDT,CHI010,44759,211,
1111 N HUMBOLDT,CHI010,44760,174,
1111 N HUMBOLDT,CHI010,44761,147,
1111 N HUMBOLDT,CHI010,44762,174,
1111 N HUMBOLDT,CHI010,44763,207,
1111 N HUMBOLDT,CHI010,44764,206,
1111 N HUMBOLDT,CHI010,44765,220,
1111 N HUMBOLDT,CHI010,44766,179,
1111 N HUMBOLDT,CHI010,44767,153,
1111 N HUMBOLDT,CHI010,44768,154,
1111 N HUMBOLDT,CHI010,44769,171,
1111 N HUMBOLDT,CHI010,44770,188,
1111 N HUMBOLDT,CHI010,44771,214,
1111 N HUMBOLDT,CHI010,44772,216,
1111 N HUMBOLDT,CHI010,44773,220,
1111 N HUMBOLDT,CHI010,44774,197,
1111 N HUMBOLDT,CHI010,44775,168,
1111 N HUMBOLDT,CHI010,44776,158,
1111 N HUMBOLDT,CHI010,44777,131,
1111 N HUMBOLDT,CHI010,44778,201,
1111 N HUMBOLDT,CHI010,44779,246,
1111 N HUMBOLDT,CHI010,44780,175,
1111 N HUMBOLDT,CHI010,44781,143,
1111 N HUMBOLDT,CHI010,44782,182,
1111 N HUMBOLDT,CHI010,44783,201,
1111 N HUMBOLDT,CHI010,44784,206,
1111 N HUMBOLDT,CHI010,44785,206,
1111 N HUMBOLDT,CHI010,44786,219,
1111 N HUMBOLDT,CHI010,44787,194,
1111 N HUMBOLDT,CHI010,44788,148,
1111 N HUMBOLDT,CHI010,44789,185,
1111 N HUMBOLDT,CHI010,44790,185,
1111 N HUMBOLDT,CHI010,44791,198,
1111 N HUMBOLDT,CHI010,44792,203,
1111 N HUMBOLDT,CHI010,44793,179,
1111 N HUMBOLDT,CHI010,44794,205,
1111 N HUMBOLDT,CHI010,44795,167,
1111 N HUMBOLDT,CHI010,44796,135,
1111 N HUMBOLDT,CHI010,44797,162,
1111 N HUMBOLDT,CHI010,44798,138,
1111 N HUMBOLDT,CHI010,44799,168,
1111 N HUMBOLDT,CHI010,44800,199,
1111 N HUMBOLDT,CHI010,44801,175,
1111 N HUMBOLDT,CHI010,44802,126,
1111 N HUMBOLDT,CHI010,44803,183,
1111 N HUMBOLDT,CHI010,44804,109,
1111 N HUMBOLDT,CHI010,44805,204,
1111 N HUMBOLDT,CHI010,44806,194,
1111 N HUMBOLDT,CHI010,44807,200,
1111 N HUMBOLDT,CHI010,44808,190,
1111 N HUMBOLDT,CHI010,44809,127,
1111 N HUMBOLDT,CHI010,44810,164,
1111 N HUMBOLDT,CHI010,44811,142,
1111 N HUMBOLDT,CHI010,44812,169,
1111 N HUMBOLDT,CHI010,44813,152,
1111 N HUMBOLDT,CHI010,44814,194,
1111 N HUMBOLDT,CHI010,44815,130,
1111 N HUMBOLDT,CHI010,44816,132,
1111 N HUMBOLDT,CHI010,44817,167,
1111 N HUMBOLDT,CHI010,44818,154,
1111 N HUMBOLDT,CHI010,44819,164,
1111 N HUMBOLDT,CHI010,44820,255,
1111 N HUMBOLDT,CHI010,44821,243,
1111 N HUMBOLDT,CHI010,44822,183,
1111 N HUMBOLDT,CHI010,44823,160,
1111 N HUMBOLDT,CHI010,44824,145,
1111 N HUMBOLDT,CHI010,44825,156,
1111 N HUMBOLDT,CHI010,44826,157,
1111 N HUMBOLDT,CHI010,44827,199,
1111 N HUMBOLDT,CHI010,44828,279,
1111 N HUMBOLDT,CHI010,44829,203,
1111 N HUMBOLDT,CHI010,44830,147,
1111 N HUMBOLDT,CHI010,44831,167,
1111 N HUMBOLDT,CHI010,44832,182,
1111 N HUMBOLDT,CHI010,44833,191,
1111 N HUMBOLDT,CHI010,44834,204,
1111 N HUMBOLDT,CHI010,44835,245,
1111 N HUMBOLDT,CHI010,44836,174,
1111 N HUMBOLDT,CHI010,44837,177,
1111 N HUMBOLDT,CHI010,44838,176,
1111 N HUMBOLDT,CHI010,44839,161,
1111 N HUMBOLDT,CHI010,44840,136,
1111 N HUMBOLDT,CHI010,44841,204,
1111 N HUMBOLDT,CHI010,44842,152,
1111 N HUMBOLDT,CHI010,44843,244,
1111 N HUMBOLDT,CHI010,44844,199,
1111 N HUMBOLDT,CHI010,44845,115,
1111 N HUMBOLDT,CHI010,44846,142,
1111 N HUMBOLDT,CHI010,44847,239,
1111 N HUMBOLDT,CHI010,44848,221,
1111 N HUMBOLDT,CHI010,44849,276,
1111 N HUMBOLDT,CHI010,44850,170,
1111 N HUMBOLDT,CHI010,44851,149,
1111 N HUMBOLDT,CHI010,44852,181,
1111 N HUMBOLDT,CHI010,44853,177,
1111 N HUMBOLDT,CHI010,44854,165,
1111 N HUMBOLDT,CHI010,44855,222,
1111 N HUMBOLDT,CHI010,44856,294,
1111 N HUMBOLDT,CHI010,44857,228,
1111 N HUMBOLDT,CHI010,44858,118,
1111 N HUMBOLDT,CHI010,44859,116,
1111 N HUMBOLDT,CHI010,44860,155,
1111 N HUMBOLDT,CHI010,44861,180,
1111 N HUMBOLDT,CHI010,44862,197,
1111 N HUMBOLDT,CHI010,44863,249,
1111 N HUMBOLDT,CHI010,44864,201,
1111 N HUMBOLDT,CHI010,44865,162,
1111 N HUMBOLDT,CHI010,44866,188,
1111 N HUMBOLDT,CHI010,44867,164,
1111 N HUMBOLDT,CHI010,44868,185,
1111 N HUMBOLDT,CHI010,44869,163,
1111 N HUMBOLDT,CHI010,44870,198,
1111 N HUMBOLDT,CHI010,44871,193,
1111 N HUMBOLDT,CHI010,44872,147,
1111 N HUMBOLDT,CHI010,44873,145,
1111 N HUMBOLDT,CHI010,44874,133,
1111 N HUMBOLDT,CHI010,44875,201,
1111 N HUMBOLDT,CHI010,44876,186,
1111 N HUMBOLDT,CHI010,44877,209,
1111 N HUMBOLDT,CHI010,44878,206,
1111 N HUMBOLDT,CHI010,44879,160,
1111 N HUMBOLDT,CHI010,44880,112,
1111 N HUMBOLDT,CHI010,44881,97,
1111 N HUMBOLDT,CHI010,44882,143,
1111 N HUMBOLDT,CHI010,44883,146,
1111 N HUMBOLDT,CHI010,44884,189,
1111 N HUMBOLDT,CHI010,44885,191,
1111 N HUMBOLDT,CHI010,44886,157,
1111 N HUMBOLDT,CHI010,44887,152,
1111 N HUMBOLDT,CHI010,44888,189,
1111 N HUMBOLDT,CHI010,44889,139,
1111 N HUMBOLDT,CHI010,44890,183,
1111 N HUMBOLDT,CHI010,44891,159,
1111 N HUMBOLDT,CHI010,44892,152,
1111 N HUMBOLDT,CHI010,44893,122,
1111 N HUMBOLDT,CHI010,44894,138,
1111 N HUMBOLDT,CHI010,44895,126,
1111 N HUMBOLDT,CHI010,44896,167,
1111 N HUMBOLDT,CHI010,44897,141,
1111 N HUMBOLDT,CHI010,44898,231,
1111 N HUMBOLDT,CHI010,44899,171,
1111 N HUMBOLDT,CHI010,44900,132,
1111 N HUMBOLDT,CHI010,44901,118,
1111 N HUMBOLDT,CHI010,44902,144,
1111 N HUMBOLDT,CHI010,44903,151,
1111 N HUMBOLDT,CHI010,44904,98,
1111 N HUMBOLDT,CHI010,44905,186,
1111 N HUMBOLDT,CHI010,44906,139,
1111 N HUMBOLDT,CHI010,44907,94,
1111 N HUMBOLDT,CHI010,44908,115,
1111 N HUMBOLDT,CHI010,44909,94,
1111 N HUMBOLDT,CHI010,44910,105,
1111 N HUMBOLDT,CHI010,44911,101,
1111 N HUMBOLDT,CHI010,44912,174,
1111 N HUMBOLDT,CHI010,44913,188,
1111 N HUMBOLDT,CHI010,44914,115,
1111 N HUMBOLDT,CHI010,44915,126,
1111 N HUMBOLDT,CHI010,44916,136,
1111 N HUMBOLDT,CHI010,44917,51,
1111 N HUMBOLDT,CHI010,44918,7,
1111 N HUMBOLDT,CHI010,44919,79,
1111 N HUMBOLDT,CHI010,44920,87,
1111 N HUMBOLDT,CHI010,44921,88,
1111 N HUMBOLDT,CHI010,44922,77,
1111 N HUMBOLDT,CHI010,44923,133,
1111 N HUMBOLDT,CHI010,44924,126,
1111 N HUMBOLDT,CHI010,44925,118,
1111 N HUMBOLDT,CHI010,44926,151,
1111 N HUMBOLDT,CHI010,44927,127,
1111 N HUMBOLDT,CHI010,44928,134,
1111 N HUMBOLDT,CHI010,44929,94,
1111 N HUMBOLDT,CHI010,44930,114,
1111 N HUMBOLDT,CHI010,44931,107,
1111 N HUMBOLDT,CHI010,44932,116,
1111 N HUMBOLDT,CHI010,44933,142,
1111 N HUMBOLDT,CHI010,44934,144,
1111 N HUMBOLDT,CHI010,44935,106,
1111 N HUMBOLDT,CHI010,44936,101,
1111 N HUMBOLDT,CHI010,44937,83,
1111 N HUMBOLDT,CHI010,44938,93,
1111 N HUMBOLDT,CHI010,44939,102,
1111 N HUMBOLDT,CHI010,44940,164,
1111 N HUMBOLDT,CHI010,44941,148,
1111 N HUMBOLDT,CHI010,44942,90,
1111 N HUMBOLDT,CHI010,44943,102,
1111 N HUMBOLDT,CHI010,44944,86,
1111 N HUMBOLDT,CHI010,44945,76,
1111 N HUMBOLDT,CHI010,44946,100,
1111 N HUMBOLDT,CHI010,44947,152,
1111 N HUMBOLDT,CHI010,44948,128,
1111 N HUMBOLDT,CHI010,44949,114,
1111 N HUMBOLDT,CHI010,44950,82,
1111 N HUMBOLDT,CHI010,44951,37,
1111 N HUMBOLDT,CHI010,44952,40,
1111 N HUMBOLDT,CHI010,44953,91,
1111 N HUMBOLDT,CHI010,44954,87,
1111 N HUMBOLDT,CHI010,44955,124,
1111 N HUMBOLDT,CHI010,44956,85,
1111 N HUMBOLDT,CHI010,44957,109,
1111 N HUMBOLDT,CHI010,44958,89,
1111 N HUMBOLDT,CHI010,44959,101,
1111 N HUMBOLDT,CHI010,44960,122,
1111 N HUMBOLDT,CHI010,44961,152,
1111 N HUMBOLDT,CHI010,44962,136,
1111 N HUMBOLDT,CHI010,44963,85,
1111 N HUMBOLDT,CHI010,44964,71,
1111 N HUMBOLDT,CHI010,44965,96,
1111 N HUMBOLDT,CHI010,44966,83,
1111 N HUMBOLDT,CHI010,44967,122,
1111 N HUMBOLDT,CHI010,44968,164,
1111 N HUMBOLDT,CHI010,44969,175,
1111 N HUMBOLDT,CHI010,44970,119,
1111 N HUMBOLDT,CHI010,44971,108,
1111 N HUMBOLDT,CHI010,44972,98,
1111 N HUMBOLDT,CHI010,44973,54,
1111 N HUMBOLDT,CHI010,44974,108,
1111 N HUMBOLDT,CHI010,44975,168,
1111 N HUMBOLDT,CHI010,44976,159,
1111 N HUMBOLDT,CHI010,44977,102,
1111 N HUMBOLDT,CHI010,44978,89,
1111 N HUMBOLDT,CHI010,44979,69,
1111 N HUMBOLDT,CHI010,44980,109,
1111 N HUMBOLDT,CHI010,44981,122,
1111 N HUMBOLDT,CHI010,44982,141,
1111 N HUMBOLDT,CHI010,44983,151,
1111 N HUMBOLDT,CHI010,44984,84,
1111 N HUMBOLDT,CHI010,44985,129,
1111 N HUMBOLDT,CHI010,44986,131,
1111 N HUMBOLDT,CHI010,44987,102,
1111 N HUMBOLDT,CHI010,44988,112,
1111 N HUMBOLDT,CHI010,44989,182,
1111 N HUMBOLDT,CHI010,44990,148,
1111 N HUMBOLDT,CHI010,44991,93,
1111 N HUMBOLDT,CHI010,44992,120,
1111 N HUMBOLDT,CHI010,44993,95,
1111 N HUMBOLDT,CHI010,44994,122,
1111 N HUMBOLDT,CHI010,44995,124,
1111 N HUMBOLDT,CHI010,44996,165,
1111 N HUMBOLDT,CHI010,44997,134,
1111 N HUMBOLDT,CHI010,44999,60,
1111 N HUMBOLDT,CHI010,45000,151,
1111 N HUMBOLDT,CHI010,45001,126,
1111 N HUMBOLDT,CHI010,45002,196,
1111 N HUMBOLDT,CHI010,45003,215,
1111 N HUMBOLDT,CHI010,45004,1,
1111 N HUMBOLDT,CHI010,45006,49,
1111 N HUMBOLDT,CHI010,45007,103,
1111 N HUMBOLDT,CHI010,45008,101,
1111 N HUMBOLDT,CHI010,45009,144,
1111 N HUMBOLDT,CHI010,45010,141,
1111 N HUMBOLDT,CHI010,45011,158,
1111 N HUMBOLDT,CHI010,45012,139,
1111 N HUMBOLDT,CHI010,45013,150,
1111 N HUMBOLDT,CHI010,45014,135,
1111 N HUMBOLDT,CHI010,45015,163,
1111 N HUMBOLDT,CHI010,45016,148,
1111 N HUMBOLDT,CHI010,45017,172,
1111 N HUMBOLDT,CHI010,45018,222,
1111 N HUMBOLDT,CHI010,45019,131,
1111 N HUMBOLDT,CHI010,45020,120,
1111 N HUMBOLDT,CHI010,45021,133,
1111 N HUMBOLDT,CHI010,45022,170,
1111 N HUMBOLDT,CHI010,45023,199,
1111 N HUMBOLDT,CHI010,45024,216,
1111 N HUMBOLDT,CHI010,45025,195,
1111 N HUMBOLDT,CHI010,45026,127,
1111 N HUMBOLDT,CHI010,45027,121,
1111 N HUMBOLDT,CHI010,45028,118,
1111 N HUMBOLDT,CHI010,45029,131,
1111 N HUMBOLDT,CHI010,45030,169,
1111 N HUMBOLDT,CHI010,45031,182,
1111 N HUMBOLDT,CHI010,45032,149,
1111 N HUMBOLDT,CHI010,45033,100,
1111 N HUMBOLDT,CHI010,45034,106,
1111 N HUMBOLDT,CHI010,45035,119,
1111 N HUMBOLDT,CHI010,45036,112,
1111 N HUMBOLDT,CHI010,45037,122,
1111 N HUMBOLDT,CHI010,45038,158,
1111 N HUMBOLDT,CHI010,45039,140,
1111 N HUMBOLDT,CHI010,45040,115,
1111 N HUMBOLDT,CHI010,45041,89,
1111 N HUMBOLDT,CHI010,45042,117,
1111 N HUMBOLDT,CHI010,45043,131,
1111 N HUMBOLDT,CHI010,45044,124,
1111 N HUMBOLDT,CHI010,45045,154,
1111 N HUMBOLDT,CHI010,45046,121,
1111 N HUMBOLDT,CHI010,45047,67,
1111 N HUMBOLDT,CHI010,45048,122,
1111 N HUMBOLDT,CHI010,45049,129,
1111 N HUMBOLDT,CHI010,45050,135,
1111 N HUMBOLDT,CHI010,45051,155,
1111 N HUMBOLDT,CHI010,45052,187,
1111 N HUMBOLDT,CHI010,45053,154,
1111 N HUMBOLDT,CHI010,45054,60,
1111 N HUMBOLDT,CHI010,45055,117,
1111 N HUMBOLDT,CHI010,45056,167,
1111 N HUMBOLDT,CHI010,45057,125,
1111 N HUMBOLDT,CHI010,45058,81,
1111 N HUMBOLDT,CHI010,45059,168,
1111 N HUMBOLDT,CHI010,45060,124,
1111 N HUMBOLDT,CHI010,45061,107,
1111 N HUMBOLDT,CHI010,45062,105,
1111 N HUMBOLDT,CHI010,45063,102,
1111 N HUMBOLDT,CHI010,45064,121,
1111 N HUMBOLDT,CHI010,45065,104,
1111 N HUMBOLDT,CHI010,45066,194,
1111 N HUMBOLDT,CHI010,45067,165,
1111 N HUMBOLDT,CHI010,45068,101,
1111 N HUMBOLDT,CHI010,45069,100,
1111 N HUMBOLDT,CHI010,45070,112,
1111 N HUMBOLDT,CHI010,45071,113,
1111 N HUMBOLDT,CHI010,45072,124,
1111 N HUMBOLDT,CHI010,45073,142,
1111 N HUMBOLDT,CHI010,45074,135,
1111 N HUMBOLDT,CHI010,45075,149,
1111 N HUMBOLDT,CHI010,45076,114,
1111 N HUMBOLDT,CHI010,45077,94,
1111 N HUMBOLDT,CHI010,45078,104,
1111 N HUMBOLDT,CHI010,45079,109,
1111 N HUMBOLDT,CHI010,45080,162,
1111 N HUMBOLDT,CHI010,45081,122,
1111 N HUMBOLDT,CHI010,45082,90,
1111 N HUMBOLDT,CHI010,45083,95,
1111 N HUMBOLDT,CHI010,45084,122,
1111 N HUMBOLDT,CHI010,45085,73,
1111 N HUMBOLDT,CHI010,45086,73,
1111 N HUMBOLDT,CHI010,45087,66,
1111 N HUMBOLDT,CHI010,45088,115,
1111 N HUMBOLDT,CHI010,45089,114,
1111 N HUMBOLDT,CHI010,45090,75,
1111 N HUMBOLDT,CHI010,45091,129,
1111 N HUMBOLDT,CHI010,45092,99,
1111 N HUMBOLDT,CHI010,45093,129,
1111 N HUMBOLDT,CHI010,45094,170,
1111 N HUMBOLDT,CHI010,45095,104,
1111 N HUMBOLDT,CHI010,45096,106,
1111 N HUMBOLDT,CHI010,45097,118,
1111 N HUMBOLDT,CHI010,45098,118,
1111 N HUMBOLDT,CHI010,45099,110,
1111 N HUMBOLDT,CHI010,45100,132,
1111 N HUMBOLDT,CHI010,45101,179,
1111 N HUMBOLDT,CHI010,45102,136,
1111 N HUMBOLDT,CHI010,45103,101,
1111 N HUMBOLDT,CHI010,45104,112,
1111 N HUMBOLDT,CHI010,45105,129,
1111 N HUMBOLDT,CHI010,45106,126,
1111 N HUMBOLDT,CHI010,45107,180,
1111 N HUMBOLDT,CHI010,45108,108,
1111 N HUMBOLDT,CHI010,45109,40,
1111 N HUMBOLDT,CHI010,45110,142,
1111 N HUMBOLDT,CHI010,45111,124,
1111 N HUMBOLDT,CHI010,45112,91,
1111 N HUMBOLDT,CHI010,45113,108,
1111 N HUMBOLDT,CHI010,45114,112,
1111 N HUMBOLDT,CHI010,45115,108,
1111 N HUMBOLDT,CHI010,45116,116,
1111 N HUMBOLDT,CHI010,45117,88,
1111 N HUMBOLDT,CHI010,45118,89,
1111 N HUMBOLDT,CHI010,45119,78,
1111 N HUMBOLDT,CHI010,45120,104,
1111 N HUMBOLDT,CHI010,45121,105,
1111 N HUMBOLDT,CHI010,45122,161,
1111 N HUMBOLDT,CHI010,45123,120,
1111 N HUMBOLDT,CHI010,45124,112,
1111 N HUMBOLDT,CHI010,45125,111,
1111 N HUMBOLDT,CHI010,45126,109,
1111 N HUMBOLDT,CHI010,45127,110,
1111 N HUMBOLDT,CHI010,45128,122,
1111 N HUMBOLDT,CHI010,45129,127,
1111 N HUMBOLDT,CHI010,45130,120,
1111 N HUMBOLDT,CHI010,45131,101,
1111 N HUMBOLDT,CHI010,45132,107,
1111 N HUMBOLDT,CHI010,45133,120,
1111 N HUMBOLDT,CHI010,45134,124,
1111 N HUMBOLDT,CHI010,45135,128,
1111 N HUMBOLDT,CHI010,45136,102,
1111 N HUMBOLDT,CHI010,45137,112,
1111 N HUMBOLDT,CHI010,45138,97,
1111 N HUMBOLDT,CHI010,45139,119,
1111 N HUMBOLDT,CHI010,45140,123,
1111 N HUMBOLDT,CHI010,45141,126,
1111 N HUMBOLDT,CHI010,45142,160,
1111 N HUMBOLDT,CHI010,45143,109,
1111 N HUMBOLDT,CHI010,45144,127,
1111 N HUMBOLDT,CHI010,45145,110,
1111 N HUMBOLDT,CHI010,45146,126,
1111 N HUMBOLDT,CHI010,45147,101,
1111 N HUMBOLDT,CHI010,45148,126,
1111 N HUMBOLDT,CHI010,45149,132,
1111 N HUMBOLDT,CHI010,45150,144,
1111 N HUMBOLDT,CHI010,45151,114,
1111 N HUMBOLDT,CHI010,45152,71,
1111 N HUMBOLDT,CHI010,45153,98,
1111 N HUMBOLDT,CHI010,45154,130,
1111 N HUMBOLDT,CHI010,45155,117,
1111 N HUMBOLDT,CHI010,45156,143,
1111 N HUMBOLDT,CHI010,45157,130,
1111 N HUMBOLDT,CHI010,45158,109,
1111 N HUMBOLDT,CHI010,45159,98,
1111 N HUMBOLDT,CHI010,45160,50,
1111 N HUMBOLDT,CHI010,45162,32,
1111 N HUMBOLDT,CHI010,45163,125,
1111 N HUMBOLDT,CHI010,45164,177,
1111 N HUMBOLDT,CHI010,45165,134,
1111 N HUMBOLDT,CHI010,45166,123,
1111 N HUMBOLDT,CHI010,45167,112,
1111 N HUMBOLDT,CHI010,45168,138,
1111 N HUMBOLDT,CHI010,45169,131,
1111 N HUMBOLDT,CHI010,45170,144,
1111 N HUMBOLDT,CHI010,45171,171,
1111 N HUMBOLDT,CHI010,45172,152,
1111 N HUMBOLDT,CHI010,45173,126,
1111 N HUMBOLDT,CHI010,45174,99,
1111 N HUMBOLDT,CHI010,45175,86,
1111 N HUMBOLDT,CHI010,45176,89,
1111 N HUMBOLDT,CHI010,45177,90,
1111 N HUMBOLDT,CHI010,45178,133,
1111 N HUMBOLDT,CHI010,45179,153,
1111 N HUMBOLDT,CHI010,45180,38,
1111 N HUMBOLDT,CHI010,45181,95,
1111 N HUMBOLDT,CHI010,45182,88,
1111 N HUMBOLDT,CHI010,45183,113,
1111 N HUMBOLDT,CHI010,45184,138,
1111 N HUMBOLDT,CHI010,45185,163,
1111 N HUMBOLDT,CHI010,45186,123,
1111 N HUMBOLDT,CHI010,45187,118,
1111 N HUMBOLDT,CHI010,45188,60,
1111 N HUMBOLDT,CHI010,45189,115,
1111 N HUMBOLDT,CHI010,45190,59,
1111 N HUMBOLDT,CHI010,45191,124,
1111 N HUMBOLDT,CHI010,45192,188,
1111 N HUMBOLDT,CHI010,45193,113,
1111 N HUMBOLDT,CHI010,45194,64,
1111 N HUMBOLDT,CHI010,45195,84,
1111 N HUMBOLDT,CHI010,45196,72,
1111 N HUMBOLDT,CHI010,45197,78,
1111 N HUMBOLDT,CHI010,45198,109,
1111 N HUMBOLDT,CHI010,45199,100,
1111 N HUMBOLDT,CHI010,45200,174,
1111 N HUMBOLDT,CHI010,45201,128,
1111 N HUMBOLDT,CHI010,45202,84,
1111 N HUMBOLDT,CHI010,45203,96,
1111 N HUMBOLDT,CHI010,45204,77,
1111 N HUMBOLDT,CHI010,45205,104,
1111 N HUMBOLDT,CHI010,45206,197,
1111 N HUMBOLDT,CHI010,45207,161,
1111 N HUMBOLDT,CHI010,45208,100,
1111 N HUMBOLDT,CHI010,45209,108,
1111 N HUMBOLDT,CHI010,45210,90,
1111 N HUMBOLDT,CHI010,45211,103,
1111 N HUMBOLDT,CHI010,45212,103,
1111 N HUMBOLDT,CHI010,45213,127,
1111 N HUMBOLDT,CHI010,45214,129,
1111 N HUMBOLDT,CHI010,45215,93,
1111 N HUMBOLDT,CHI010,45216,114,
1111 N HUMBOLDT,CHI010,45217,101,
1111 N HUMBOLDT,CHI010,45218,91,
1111 N HUMBOLDT,CHI010,45219,116,
1111 N HUMBOLDT,CHI010,45220,161,
1111 N HUMBOLDT,CHI010,45221,168,
1111 N HUMBOLDT,CHI010,45222,91,
1111 N HUMBOLDT,CHI010,45223,78,
1111 N HUMBOLDT,CHI010,45224,66,
1111 N HUMBOLDT,CHI010,45225,90,
1111 N HUMBOLDT,CHI010,45226,114,
1111 N HUMBOLDT,CHI010,45227,160,
1111 N HUMBOLDT,CHI010,45228,86,
1111 N HUMBOLDT,CHI010,45229,98,
1111 N HUMBOLDT,CHI010,45230,76,
1111 N HUMBOLDT,CHI010,45231,93,
1111 N HUMBOLDT,CHI010,45232,123,
1111 N HUMBOLDT,CHI010,45233,111,
1111 N HUMBOLDT,CHI010,45234,174,
1111 N HUMBOLDT,CHI010,45235,152,
1111 N HUMBOLDT,CHI010,45236,99,
1111 N HUMBOLDT,CHI010,45237,98,
1111 N HUMBOLDT,CHI010,45238,85,
1111 N HUMBOLDT,CHI010,45239,130,
1111 N HUMBOLDT,CHI010,45240,136,
1111 N HUMBOLDT,CHI010,45241,165,
1111 N HUMBOLDT,CHI010,45242,165,
1111 N HUMBOLDT,CHI010,45243,117,
1111 N HUMBOLDT,CHI010,45244,108,
1111 N HUMBOLDT,CHI010,45245,126,
1111 N HUMBOLDT,CHI010,45246,127,
1111 N HUMBOLDT,CHI010,45247,131,
1111 N HUMBOLDT,CHI010,45248,181,
1111 N HUMBOLDT,CHI010,45249,188,
1111 N HUMBOLDT,CHI010,45250,115,
1111 N HUMBOLDT,CHI010,45251,104,
1111 N HUMBOLDT,CHI010,45252,157,
1111 N HUMBOLDT,CHI010,45253,175,
1111 N HUMBOLDT,CHI010,45254,168,
1111 N HUMBOLDT,CHI010,45255,140,
1111 N HUMBOLDT,CHI010,45256,109,
1111 N HUMBOLDT,CHI010,45257,109,
1111 N HUMBOLDT,CHI010,45258,120,
1111 N HUMBOLDT,CHI010,45259,114,
1111 N HUMBOLDT,CHI010,45260,126,
1111 N HUMBOLDT,CHI010,45261,44,
1111 N HUMBOLDT,CHI010,45262,154,
1111 N HUMBOLDT,CHI010,45263,129,
1111 N HUMBOLDT,CHI010,45264,78,
1111 N HUMBOLDT,CHI010,45265,87,
1111 N HUMBOLDT,CHI010,45266,102,
1111 N HUMBOLDT,CHI010,45267,135,
1111 N HUMBOLDT,CHI010,45268,133,
1111 N HUMBOLDT,CHI010,45269,148,
1111 N HUMBOLDT,CHI010,45270,127,
1111 N HUMBOLDT,CHI010,45271,91,
1111 N HUMBOLDT,CHI010,45272,123,
1111 N HUMBOLDT,CHI010,45273,109,
1111 N HUMBOLDT,CHI010,45274,119,
1111 N HUMBOLDT,CHI010,45275,103,
1111 N HUMBOLDT,CHI010,45276,89,
1111 N HUMBOLDT,CHI010,45277,134,
1111 N HUMBOLDT,CHI010,45278,90,
1111 N HUMBOLDT,CHI010,45279,122,
1111 N HUMBOLDT,CHI010,45280,99,
1111 N HUMBOLDT,CHI010,45281,101,
1111 N HUMBOLDT,CHI010,45282,90,
1111 N HUMBOLDT,CHI010,45283,124,
1111 N HUMBOLDT,CHI010,45284,98,
1111 N HUMBOLDT,CHI010,45285,92,
1111 N HUMBOLDT,CHI010,45286,96,
1111 N HUMBOLDT,CHI010,45287,119,
1111 N HUMBOLDT,CHI010,45288,45,
1111 N HUMBOLDT,CHI010,45289,79,
1111 N HUMBOLDT,CHI010,45290,124,
1111 N HUMBOLDT,CHI010,45291,99,
1111 N HUMBOLDT,CHI010,45292,106,
1111 N HUMBOLDT,CHI010,45293,121,
1111 N HUMBOLDT,CHI010,45294,88,
1111 N HUMBOLDT,CHI010,45295,95,
1111 N HUMBOLDT,CHI010,45296,110,
1111 N HUMBOLDT,CHI010,45297,108,
1111 N HUMBOLDT,CHI010,45298,110,
1111 N HUMBOLDT,CHI010,45299,97,
1111 N HUMBOLDT,CHI010,45300,47,
1111 N HUMBOLDT,CHI010,45301,100,
