Year,Month,Date,ICD Sub-Chapter,ICD Sub-Chapter Code,Deaths
2006,Nov,2006/11,Transport accidents,V01-V99,3883
2006,Nov,2006/11,Intentional self-harm,X60-X84,2692
2006,Dec,2006/12,Tuberculosis,A16-A19,57
2006,Dec,2006/12,Other bacterial diseases,A30-A49,3281
2006,Dec,2006/12,Viral hepatitis,B15-B19,611
2006,Dec,2006/12,Human immunodeficiency virus [HIV] disease,B20-B24,1050
2006,Dec,2006/12,Sequelae of infectious and parasitic diseases,B90-B94,97
2006,Dec,2006/12,Diabetes mellitus,E10-E14,6468
2006,Dec,2006/12,Malnutrition,E40-E46,207
2006,Dec,2006/12,Obesity and other hyperalimentation,E65-E68,422
2006,Dec,2006/12,Other degenerative diseases of the nervous system,G30-G31,7263
2006,Dec,2006/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1109
2006,Dec,2006/12,"Diseases of arteries, arterioles and capillaries",I70-I78,2828
2006,Dec,2006/12,Influenza and pneumonia,J09-J18,5210
2006,Dec,2006/12,Chronic lower respiratory diseases,J40-J47,11269
2006,Dec,2006/12,Diseases of liver,K70-K76,3268
2006,Dec,2006/12,Transport accidents,V01-V99,3867
2006,Dec,2006/12,Intentional self-harm,X60-X84,2628
2007,Jan,2007/01,Tuberculosis,A16-A19,50
2007,Jan,2007/01,Other bacterial diseases,A30-A49,3524
2007,Jan,2007/01,Viral hepatitis,B15-B19,672
2007,Jan,2007/01,Human immunodeficiency virus [HIV] disease,B20-B24,1047
2007,Jan,2007/01,Sequelae of infectious and parasitic diseases,B90-B94,118
2007,Jan,2007/01,Diabetes mellitus,E10-E14,6667
2007,Jan,2007/01,Malnutrition,E40-E46,242
2007,Jan,2007/01,Obesity and other hyperalimentation,E65-E68,478
2007,Jan,2007/01,Other degenerative diseases of the nervous system,G30-G31,7284
2007,Jan,2007/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1100
2007,Jan,2007/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2794
2007,Jan,2007/01,Influenza and pneumonia,J09-J18,5810
2007,Jan,2007/01,Chronic lower respiratory diseases,J40-J47,12863
2007,Jan,2007/01,Diseases of liver,K70-K76,3514
2007,Jan,2007/01,Transport accidents,V01-V99,3335
2007,Jan,2007/01,Intentional self-harm,X60-X84,2827
2007,Feb,2007/02,Tuberculosis,A16-A19,46
2007,Feb,2007/02,Other bacterial diseases,A30-A49,3199
2007,Feb,2007/02,Viral hepatitis,B15-B19,621
2007,Feb,2007/02,Human immunodeficiency virus [HIV] disease,B20-B24,954
2007,Feb,2007/02,Sequelae of infectious and parasitic diseases,B90-B94,113
2007,Feb,2007/02,Diabetes mellitus,E10-E14,6092
2007,Feb,2007/02,Malnutrition,E40-E46,237
2007,Feb,2007/02,Obesity and other hyperalimentation,E65-E68,403
2007,Feb,2007/02,Other degenerative diseases of the nervous system,G30-G31,6927
2007,Feb,2007/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1092
2007,Feb,2007/02,"Diseases of arteries, arterioles and capillaries",I70-I78,2609
2007,Feb,2007/02,Influenza and pneumonia,J09-J18,5371
2007,Feb,2007/02,Chronic lower respiratory diseases,J40-J47,11769
2007,Feb,2007/02,Diseases of liver,K70-K76,3197
2007,Feb,2007/02,Transport accidents,V01-V99,3195
2007,Feb,2007/02,Intentional self-harm,X60-X84,2466
2007,Mar,2007/03,Tuberculosis,A16-A19,60
2007,Mar,2007/03,Other bacterial diseases,A30-A49,3435
2007,Mar,2007/03,Viral hepatitis,B15-B19,719
2007,Mar,2007/03,Human immunodeficiency virus [HIV] disease,B20-B24,1026
2007,Mar,2007/03,Sequelae of infectious and parasitic diseases,B90-B94,103
2007,Mar,2007/03,Diabetes mellitus,E10-E14,6528
2007,Mar,2007/03,Malnutrition,E40-E46,237
2007,Mar,2007/03,Obesity and other hyperalimentation,E65-E68,450
2007,Mar,2007/03,Other degenerative diseases of the nervous system,G30-G31,7287
2007,Mar,2007/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1131
2007,Mar,2007/03,"Diseases of arteries, arterioles and capillaries",I70-I78,2752
2007,Mar,2007/03,Influenza and pneumonia,J09-J18,5693
2007,Mar,2007/03,Chronic lower respiratory diseases,J40-J47,12743
2007,Mar,2007/03,Diseases of liver,K70-K76,3291
2007,Mar,2007/03,Transport accidents,V01-V99,3835
2007,Mar,2007/03,Intentional self-harm,X60-X84,2947
2007,Apr,2007/04,Tuberculosis,A16-A19,52
2007,Apr,2007/04,Other bacterial diseases,A30-A49,3052
2007,Apr,2007/04,Viral hepatitis,B15-B19,635
2007,Apr,2007/04,Human immunodeficiency virus [HIV] disease,B20-B24,923
2007,Apr,2007/04,Sequelae of infectious and parasitic diseases,B90-B94,104
2007,Apr,2007/04,Diabetes mellitus,E10-E14,6134
2007,Apr,2007/04,Malnutrition,E40-E46,226
2007,Apr,2007/04,Obesity and other hyperalimentation,E65-E68,423
2007,Apr,2007/04,Other degenerative diseases of the nervous system,G30-G31,6390
2007,Apr,2007/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1053
2007,Apr,2007/04,"Diseases of arteries, arterioles and capillaries",I70-I78,2515
2007,Apr,2007/04,Influenza and pneumonia,J09-J18,4661
2007,Apr,2007/04,Chronic lower respiratory diseases,J40-J47,11460
2007,Apr,2007/04,Diseases of liver,K70-K76,3209
2007,Apr,2007/04,Transport accidents,V01-V99,3739
2007,Apr,2007/04,Intentional self-harm,X60-X84,2784
2007,May,2007/05,Tuberculosis,A16-A19,35
2007,May,2007/05,Other bacterial diseases,A30-A49,2985
2007,May,2007/05,Viral hepatitis,B15-B19,575
2007,May,2007/05,Human immunodeficiency virus [HIV] disease,B20-B24,964
2007,May,2007/05,Sequelae of infectious and parasitic diseases,B90-B94,106
2007,May,2007/05,Diabetes mellitus,E10-E14,5897
2007,May,2007/05,Malnutrition,E40-E46,221
2007,May,2007/05,Obesity and other hyperalimentation,E65-E68,408
2007,May,2007/05,Other degenerative diseases of the nervous system,G30-G31,6134
2007,May,2007/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1009
2007,May,2007/05,"Diseases of arteries, arterioles and capillaries",I70-I78,2532
2007,May,2007/05,Influenza and pneumonia,J09-J18,4122
2007,May,2007/05,Chronic lower respiratory diseases,J40-J47,10674
2007,May,2007/05,Diseases of liver,K70-K76,3194
2007,May,2007/05,Transport accidents,V01-V99,4104
2007,May,2007/05,Intentional self-harm,X60-X84,3082
2007,Jun,2007/06,Tuberculosis,A16-A19,44
2007,Jun,2007/06,Other bacterial diseases,A30-A49,2733
2007,Jun,2007/06,Viral hepatitis,B15-B19,567
2007,Jun,2007/06,Human immunodeficiency virus [HIV] disease,B20-B24,840
2007,Jun,2007/06,Sequelae of infectious and parasitic diseases,B90-B94,83
2007,Jun,2007/06,Diabetes mellitus,E10-E14,5537
2007,Jun,2007/06,Malnutrition,E40-E46,189
2007,Jun,2007/06,Obesity and other hyperalimentation,E65-E68,412
2007,Jun,2007/06,Other degenerative diseases of the nervous system,G30-G31,5671
2007,Jun,2007/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,977
2007,Jun,2007/06,"Diseases of arteries, arterioles and capillaries",I70-I78,2326
2007,Jun,2007/06,Influenza and pneumonia,J09-J18,3606
2007,Jun,2007/06,Chronic lower respiratory diseases,J40-J47,9461
2007,Jun,2007/06,Diseases of liver,K70-K76,2998
2007,Jun,2007/06,Transport accidents,V01-V99,4066
2007,Jun,2007/06,Intentional self-harm,X60-X84,2911
2007,Jul,2007/07,Tuberculosis,A16-A19,40
2007,Jul,2007/07,Other bacterial diseases,A30-A49,2757
2007,Jul,2007/07,Viral hepatitis,B15-B19,601
2007,Jul,2007/07,Human immunodeficiency virus [HIV] disease,B20-B24,928
2007,Jul,2007/07,Sequelae of infectious and parasitic diseases,B90-B94,97
2007,Jul,2007/07,Diabetes mellitus,E10-E14,5594
2007,Jul,2007/07,Malnutrition,E40-E46,213
2007,Jul,2007/07,Obesity and other hyperalimentation,E65-E68,379
2007,Jul,2007/07,Other degenerative diseases of the nervous system,G30-G31,5735
2007,Jul,2007/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1030
2007,Jul,2007/07,"Diseases of arteries, arterioles and capillaries",I70-I78,2319
2007,Jul,2007/07,Influenza and pneumonia,J09-J18,3525
2007,Jul,2007/07,Chronic lower respiratory diseases,J40-J47,9341
2007,Jul,2007/07,Diseases of liver,K70-K76,3146
2007,Jul,2007/07,Transport accidents,V01-V99,4332
2007,Jul,2007/07,Intentional self-harm,X60-X84,3084
2007,Aug,2007/08,Tuberculosis,A16-A19,45
2007,Aug,2007/08,Other bacterial diseases,A30-A49,2816
2007,Aug,2007/08,Viral hepatitis,B15-B19,609
2007,Aug,2007/08,Human immunodeficiency virus [HIV] disease,B20-B24,936
2007,Aug,2007/08,Sequelae of infectious and parasitic diseases,B90-B94,98
2007,Aug,2007/08,Diabetes mellitus,E10-E14,5525
2007,Aug,2007/08,Malnutrition,E40-E46,178
2007,Aug,2007/08,Obesity and other hyperalimentation,E65-E68,356
2007,Aug,2007/08,Other degenerative diseases of the nervous system,G30-G31,5815
2007,Aug,2007/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,991
2007,Aug,2007/08,"Diseases of arteries, arterioles and capillaries",I70-I78,2338
2007,Aug,2007/08,Influenza and pneumonia,J09-J18,3365
2007,Aug,2007/08,Chronic lower respiratory diseases,J40-J47,8964
2007,Aug,2007/08,Diseases of liver,K70-K76,3167
2007,Aug,2007/08,Transport accidents,V01-V99,4129
2007,Aug,2007/08,Intentional self-harm,X60-X84,2991
2007,Sep,2007/09,Tuberculosis,A16-A19,42
2007,Sep,2007/09,Other bacterial diseases,A30-A49,2802
2007,Sep,2007/09,Viral hepatitis,B15-B19,564
2007,Sep,2007/09,Human immunodeficiency virus [HIV] disease,B20-B24,921
2007,Sep,2007/09,Sequelae of infectious and parasitic diseases,B90-B94,64
2007,Sep,2007/09,Diabetes mellitus,E10-E14,5398
2007,Sep,2007/09,Malnutrition,E40-E46,187
2007,Sep,2007/09,Obesity and other hyperalimentation,E65-E68,370
2007,Sep,2007/09,Other degenerative diseases of the nervous system,G30-G31,5789
2007,Sep,2007/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,931
2007,Sep,2007/09,"Diseases of arteries, arterioles and capillaries",I70-I78,2331
2007,Sep,2007/09,Influenza and pneumonia,J09-J18,3489
2007,Sep,2007/09,Chronic lower respiratory diseases,J40-J47,9123
2007,Sep,2007/09,Diseases of liver,K70-K76,3097
2007,Sep,2007/09,Transport accidents,V01-V99,3999
2007,Sep,2007/09,Intentional self-harm,X60-X84,2949
2007,Oct,2007/10,Tuberculosis,A16-A19,52
2007,Oct,2007/10,Other bacterial diseases,A30-A49,2973
2007,Oct,2007/10,Viral hepatitis,B15-B19,621
2007,Oct,2007/10,Human immunodeficiency virus [HIV] disease,B20-B24,904
2007,Oct,2007/10,Sequelae of infectious and parasitic diseases,B90-B94,79
2007,Oct,2007/10,Diabetes mellitus,E10-E14,5673
2007,Oct,2007/10,Malnutrition,E40-E46,191
2007,Oct,2007/10,Obesity and other hyperalimentation,E65-E68,378
2007,Oct,2007/10,Other degenerative diseases of the nervous system,G30-G31,6403
2007,Oct,2007/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1051
2007,Oct,2007/10,"Diseases of arteries, arterioles and capillaries",I70-I78,2576
2007,Oct,2007/10,Influenza and pneumonia,J09-J18,3878
2007,Oct,2007/10,Chronic lower respiratory diseases,J40-J47,9712
2007,Oct,2007/10,Diseases of liver,K70-K76,3209
2007,Oct,2007/10,Transport accidents,V01-V99,3965
2007,Oct,2007/10,Intentional self-harm,X60-X84,2990
2007,Nov,2007/11,Tuberculosis,A16-A19,42
2007,Nov,2007/11,Other bacterial diseases,A30-A49,2975
2007,Nov,2007/11,Viral hepatitis,B15-B19,587
2007,Nov,2007/11,Human immunodeficiency virus [HIV] disease,B20-B24,898
2007,Nov,2007/11,Sequelae of infectious and parasitic diseases,B90-B94,102
2007,Nov,2007/11,Diabetes mellitus,E10-E14,5874
2007,Nov,2007/11,Malnutrition,E40-E46,264
2007,Nov,2007/11,Obesity and other hyperalimentation,E65-E68,368
2007,Nov,2007/11,Other degenerative diseases of the nervous system,G30-G31,6992
2007,Nov,2007/11,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1047
2007,Nov,2007/11,"Diseases of arteries, arterioles and capillaries",I70-I78,2445
2007,Nov,2007/11,Influenza and pneumonia,J09-J18,4206
2007,Nov,2007/11,Chronic lower respiratory diseases,J40-J47,10278
2007,Nov,2007/11,Diseases of liver,K70-K76,3307
2007,Nov,2007/11,Transport accidents,V01-V99,3759
2007,Nov,2007/11,Intentional self-harm,X60-X84,2791
2007,Dec,2007/12,Tuberculosis,A16-A19,46
2007,Dec,2007/12,Other bacterial diseases,A30-A49,3311
2007,Dec,2007/12,Viral hepatitis,B15-B19,636
2007,Dec,2007/12,Human immunodeficiency virus [HIV] disease,B20-B24,954
2007,Dec,2007/12,Sequelae of infectious and parasitic diseases,B90-B94,102
2007,Dec,2007/12,Diabetes mellitus,E10-E14,6463
2007,Dec,2007/12,Malnutrition,E40-E46,259
2007,Dec,2007/12,Obesity and other hyperalimentation,E65-E68,423
2007,Dec,2007/12,Other degenerative diseases of the nervous system,G30-G31,7507
2007,Dec,2007/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1140
2007,Dec,2007/12,"Diseases of arteries, arterioles and capillaries",I70-I78,2635
2007,Dec,2007/12,Influenza and pneumonia,J09-J18,4991
2007,Dec,2007/12,Chronic lower respiratory diseases,J40-J47,11536
2007,Dec,2007/12,Diseases of liver,K70-K76,3634
2007,Dec,2007/12,Transport accidents,V01-V99,3609
2007,Dec,2007/12,Intentional self-harm,X60-X84,2707
2008,Jan,2008/01,Tuberculosis,A16-A19,49
2008,Jan,2008/01,Other bacterial diseases,A30-A49,3525
2008,Jan,2008/01,Viral hepatitis,B15-B19,679
2008,Jan,2008/01,Human immunodeficiency virus [HIV] disease,B20-B24,912
2008,Jan,2008/01,Sequelae of infectious and parasitic diseases,B90-B94,100
2008,Jan,2008/01,Diabetes mellitus,E10-E14,6606
2008,Jan,2008/01,Malnutrition,E40-E46,280
2008,Jan,2008/01,Obesity and other hyperalimentation,E65-E68,443
2008,Jan,2008/01,Other degenerative diseases of the nervous system,G30-G31,8087
2008,Jan,2008/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1183
2008,Jan,2008/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2560
2008,Jan,2008/01,Influenza and pneumonia,J09-J18,5851
2008,Jan,2008/01,Chronic lower respiratory diseases,J40-J47,13564
2008,Jan,2008/01,Diseases of liver,K70-K76,3556
2008,Jan,2008/01,Transport accidents,V01-V99,3144
2008,Jan,2008/01,Intentional self-harm,X60-X84,3024
2008,Feb,2008/02,Tuberculosis,A16-A19,60
2008,Feb,2008/02,Other bacterial diseases,A30-A49,3544
2008,Feb,2008/02,Viral hepatitis,B15-B19,663
2008,Feb,2008/02,Human immunodeficiency virus [HIV] disease,B20-B24,961
2008,Feb,2008/02,Sequelae of infectious and parasitic diseases,B90-B94,127
2008,Feb,2008/02,Diabetes mellitus,E10-E14,6560
2008,Feb,2008/02,Malnutrition,E40-E46,279
2008,Feb,2008/02,Obesity and other hyperalimentation,E65-E68,434
2008,Feb,2008/02,Other degenerative diseases of the nervous system,G30-G31,8171
2008,Feb,2008/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1217
2008,Feb,2008/02,"Diseases of arteries, arterioles and capillaries",I70-I78,2521
2008,Feb,2008/02,Influenza and pneumonia,J09-J18,6979
2008,Feb,2008/02,Chronic lower respiratory diseases,J40-J47,14753
2008,Feb,2008/02,Diseases of liver,K70-K76,3328
2008,Feb,2008/02,Transport accidents,V01-V99,3118
2008,Feb,2008/02,Intentional self-harm,X60-X84,2778
2008,Mar,2008/03,Tuberculosis,A16-A19,63
2008,Mar,2008/03,Other bacterial diseases,A30-A49,3712
2008,Mar,2008/03,Viral hepatitis,B15-B19,661
2008,Mar,2008/03,Human immunodeficiency virus [HIV] disease,B20-B24,944
2008,Mar,2008/03,Sequelae of infectious and parasitic diseases,B90-B94,115
2008,Mar,2008/03,Diabetes mellitus,E10-E14,6677
2008,Mar,2008/03,Malnutrition,E40-E46,272
2008,Mar,2008/03,Obesity and other hyperalimentation,E65-E68,453
2008,Mar,2008/03,Other degenerative diseases of the nervous system,G30-G31,8826
2008,Mar,2008/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1129
2008,Mar,2008/03,"Diseases of arteries, arterioles and capillaries",I70-I78,2699
2008,Mar,2008/03,Influenza and pneumonia,J09-J18,7651
2008,Mar,2008/03,Chronic lower respiratory diseases,J40-J47,15204
2008,Mar,2008/03,Diseases of liver,K70-K76,3527
2008,Mar,2008/03,Transport accidents,V01-V99,3131
2008,Mar,2008/03,Intentional self-harm,X60-X84,3039
2008,Apr,2008/04,Tuberculosis,A16-A19,40
2008,Apr,2008/04,Other bacterial diseases,A30-A49,3158
2008,Apr,2008/04,Viral hepatitis,B15-B19,602
2008,Apr,2008/04,Human immunodeficiency virus [HIV] disease,B20-B24,879
2008,Apr,2008/04,Sequelae of infectious and parasitic diseases,B90-B94,127
2008,Apr,2008/04,Diabetes mellitus,E10-E14,5790
2008,Apr,2008/04,Malnutrition,E40-E46,225
2008,Apr,2008/04,Obesity and other hyperalimentation,E65-E68,411
2008,Apr,2008/04,Other degenerative diseases of the nervous system,G30-G31,7522
2008,Apr,2008/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1067
2008,Apr,2008/04,"Diseases of arteries, arterioles and capillaries",I70-I78,2208
2008,Apr,2008/04,Influenza and pneumonia,J09-J18,5068
2008,Apr,2008/04,Chronic lower respiratory diseases,J40-J47,12701
2008,Apr,2008/04,Diseases of liver,K70-K76,3200
2008,Apr,2008/04,Transport accidents,V01-V99,3310
2008,Apr,2008/04,Intentional self-harm,X60-X84,3054
2008,May,2008/05,Tuberculosis,A16-A19,57
2008,May,2008/05,Other bacterial diseases,A30-A49,3016
2008,May,2008/05,Viral hepatitis,B15-B19,633
2008,May,2008/05,Human immunodeficiency virus [HIV] disease,B20-B24,866
2008,May,2008/05,Sequelae of infectious and parasitic diseases,B90-B94,96
2008,May,2008/05,Diabetes mellitus,E10-E14,5728
2008,May,2008/05,Malnutrition,E40-E46,238
2008,May,2008/05,Obesity and other hyperalimentation,E65-E68,367
2008,May,2008/05,Other degenerative diseases of the nervous system,G30-G31,6727
2008,May,2008/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1060
2008,May,2008/05,"Diseases of arteries, arterioles and capillaries",I70-I78,2265
2008,May,2008/05,Influenza and pneumonia,J09-J18,4085
2008,May,2008/05,Chronic lower respiratory diseases,J40-J47,11544
2008,May,2008/05,Diseases of liver,K70-K76,3250
2008,May,2008/05,Transport accidents,V01-V99,3657
2008,May,2008/05,Intentional self-harm,X60-X84,3162
2008,Jun,2008/06,Tuberculosis,A16-A19,41
2008,Jun,2008/06,Other bacterial diseases,A30-A49,2770
2008,Jun,2008/06,Viral hepatitis,B15-B19,613
2008,Jun,2008/06,Human immunodeficiency virus [HIV] disease,B20-B24,800
2008,Jun,2008/06,Sequelae of infectious and parasitic diseases,B90-B94,86
2008,Jun,2008/06,Diabetes mellitus,E10-E14,5435
2008,Jun,2008/06,Malnutrition,E40-E46,192
2008,Jun,2008/06,Obesity and other hyperalimentation,E65-E68,419
2008,Jun,2008/06,Other degenerative diseases of the nervous system,G30-G31,5998
2008,Jun,2008/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1004
2008,Jun,2008/06,"Diseases of arteries, arterioles and capillaries",I70-I78,2092
2008,Jun,2008/06,Influenza and pneumonia,J09-J18,3549
2008,Jun,2008/06,Chronic lower respiratory diseases,J40-J47,10394
2008,Jun,2008/06,Diseases of liver,K70-K76,3124
2008,Jun,2008/06,Transport accidents,V01-V99,3718
2008,Jun,2008/06,Intentional self-harm,X60-X84,3092
2008,Jul,2008/07,Tuberculosis,A16-A19,47
2008,Jul,2008/07,Other bacterial diseases,A30-A49,2833
2008,Jul,2008/07,Viral hepatitis,B15-B19,683
2008,Jul,2008/07,Human immunodeficiency virus [HIV] disease,B20-B24,803
2008,Jul,2008/07,Sequelae of infectious and parasitic diseases,B90-B94,79
2008,Jul,2008/07,Diabetes mellitus,E10-E14,5376
2008,Jul,2008/07,Malnutrition,E40-E46,199
2008,Jul,2008/07,Obesity and other hyperalimentation,E65-E68,394
2008,Jul,2008/07,Other degenerative diseases of the nervous system,G30-G31,6076
2008,Jul,2008/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1025
2008,Jul,2008/07,"Diseases of arteries, arterioles and capillaries",I70-I78,2051
2008,Jul,2008/07,Influenza and pneumonia,J09-J18,3389
2008,Jul,2008/07,Chronic lower respiratory diseases,J40-J47,9942
2008,Jul,2008/07,Diseases of liver,K70-K76,3272
2008,Jul,2008/07,Transport accidents,V01-V99,3744
2008,Jul,2008/07,Intentional self-harm,X60-X84,3125
2008,Aug,2008/08,Tuberculosis,A16-A19,52
2008,Aug,2008/08,Other bacterial diseases,A30-A49,2851
2008,Aug,2008/08,Viral hepatitis,B15-B19,616
2008,Aug,2008/08,Human immunodeficiency virus [HIV] disease,B20-B24,837
2008,Aug,2008/08,Sequelae of infectious and parasitic diseases,B90-B94,90
2008,Aug,2008/08,Diabetes mellitus,E10-E14,5412
